name,image_src,url,table_check
รศ. นพ.ทวีศักดิ์ วรรณชาลี,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1710498737_%E0%B8%A3%E0%B8%A8.-%E0%B8%99%E0%B8%9E.%E0%B8%97%E0%B8%A7%E0%B8%B5%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C-%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%8A%E0%B8%B2%E0%B8%A5%E0%B8%B5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1335,
รศ. นพ.ทวีศักดิ์ เอื้อบุญญาวัฒน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587706862_%E0%B8%9C%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%97%E0%B8%A7%E0%B8%B5%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C_%E0%B9%80%E0%B8%AD%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%9A%E0%B8%B8%E0%B8%8D%E0%B8%8D%E0%B8%B2%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=235,"พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5"
รศ. นพ.ทศ หาญรุ่งโรจน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1700454527_Untitled-1.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=728,"ศุกร์ 10:30 - 14:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5"
ศ. นพ.ทศศาสตร์ หาญรุ่งโรจน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587710376_%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%97%E0%B8%A8%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C_%E0%B8%AB%E0%B8%B2%E0%B8%8D%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=288,"อังคาร 11:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 16:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 16:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5"
นพ.ทสิวัฒน์ อินทร์นิพัฒน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1614842737_%E0%B8%99%E0%B8%9E._%E0%B8%97%E0%B8%AA%E0%B8%B4%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C_%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B8%99%E0%B8%B4%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C_%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=740,"ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5"
นพ.ทองธรรม เหลืองเรืองรอง,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1701421167_%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1_%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%A3%E0%B8%AD%E0%B8%87.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1127,
อ. พญ.ทัชพร องค์พิเชฐเมธา,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1707108016_Retouch.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1236,"พุธ 16:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5"
ทพญ.ทิพภาพร ตระกูลสุนทร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1588122570_%E0%B8%97%E0%B8%9E%E0%B8%8D.%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%A3_%E0%B8%95%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B9%E0%B8%A5%E0%B8%AA%E0%B8%B8%E0%B8%99%E0%B8%97%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=561,"พุธ 08:30 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 16:30 - 19:30 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:00 - 12:00 น. สัปดาห์ที่ 1 08:30 - 12:00 น. สัปดาห์ที่ 2,3,4,5 12:30 - 16:00 น. สัปดาห์ที่ 1 13:00 - 16:00 น. สัปดาห์ที่ 2,3,4,5 16:30 - 19:30 น. สัปดาห์ที่ 1 16:30 - 19:30 น. สัปดาห์ที่ 2,3,4,5 ศุกร์ 08:30 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 16:30 - 19:30 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 08:30 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 16:30 - 19:30 น. สัปดาห์ที่ 1,2,3,4,5"
พญ.ทิพวรรณ วงศ์กรรัตน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587697938_%E0%B8%9E%E0%B8%8D.%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93_%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=120,"จันทร์ 10:00 - 12:30 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 12:30 - 15:00 น. สัปดาห์ที่ 1,2,3,4 12:30 - 15:00 น. สัปดาห์ที่ 5 พุธ 09:00 - 11:30 น. สัปดาห์ที่ 1,2,3,4 09:00 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5 12:30 - 15:00 น. สัปดาห์ที่ 1,2,3,4 12:30 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:30 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5 09:30 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5"
นพ.เทวา แสนละเอียด,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1115,
อ. นพ.ธงศักดิ์ วงศ์พงศาลี,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1330,"พุธ 16:30 - 19:00 น. สัปดาห์ที่ 1,3,5 16:30 - 20:00 น. สัปดาห์ที่ 2,4"
อ. นพ.ธนกฤต หว่านณรงค์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1707102051_%E0%B8%AD._%E0%B8%99%E0%B8%9E._%E0%B8%98%E0%B8%99%E0%B8%81%E0%B8%A4%E0%B8%95_%E0%B8%AB%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%93%E0%B8%A3%E0%B8%87%E0%B8%84%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1206,"ศุกร์ 17:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5"
นพ.ธนชิต ไกรกีรติ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1700118866_%E0%B8%99%E0%B8%9E._%E0%B8%98%E0%B8%99%E0%B8%8A%E0%B8%B4%E0%B8%95_%E0%B9%84%E0%B8%81%E0%B8%A3%E0%B8%81%E0%B8%B5%E0%B8%A3%E0%B8%95%E0%B8%B4.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1247,"อังคาร 16:30 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 16:30 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 08:00 - 12:00 น. สัปดาห์ที่ 2,4 08:00 - 12:00 น. สัปดาห์ที่ 2,4 13:00 - 16:00 น. สัปดาห์ที่ 2,4"
พญ.ธนพร เอี่ยมพรรัตน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1701421598_%E0%B8%9E%E0%B8%8D.%E0%B8%98%E0%B8%99%E0%B8%9E%E0%B8%A3_%E0%B9%80%E0%B8%AD%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1227,"จันทร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 17:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5"
ผศ. พญ.ธนวรรณ คงมาลัย,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1707718381_%E0%B8%9C%E0%B8%A8._%E0%B8%9E%E0%B8%8D._%E0%B8%98%E0%B8%99%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93_%E0%B8%84%E0%B8%87%E0%B8%A1%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1110,"ศุกร์ 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5"
พญ.ธนวรรณ เอี่ยมพรรัตน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587719144_%E0%B8%9E%E0%B8%8D.%E0%B8%98%E0%B8%99%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93_%E0%B9%80%E0%B8%AD%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=539,"จันทร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 15:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 13:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,3,5 08:00 - 12:00 น. สัปดาห์ที่ 2,4 13:00 - 15:30 น. สัปดาห์ที่ 1,3,5 13:00 - 18:00 น. สัปดาห์ที่ 2,4 อาทิตย์ 08:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5"
นพ.ธนวัชร จีระตระกูล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1692783837_Retouch.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1242,"พฤหัสบดี 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5"
นพ.ธนัญชัย ธนสัมฤทธิ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587710570_%E0%B8%99%E0%B8%9E.%E0%B8%98%E0%B8%99%E0%B8%B1%E0%B8%90%E0%B8%8A%E0%B8%B1%E0%B8%A2_%E0%B8%98%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%A1%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=679,"พฤหัสบดี 16:30 - 19:00 น. สัปดาห์ที่ 1,2,3,4 16:30 - 19:00 น. สัปดาห์ที่ 5 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 09:00 - 12:00 น. สัปดาห์ที่ 5 เสาร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5"
ศ. พญ.ธนัญญา บุณยศิรินันท์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587697974_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%98%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2_%E0%B8%9A%E0%B8%B8%E0%B8%93%E0%B8%A2%E0%B8%A8%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=121,"จันทร์ 08:30 - 09:20 น. สัปดาห์ที่ 1,2,3,4,5 12:30 - 14:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 15:00 - 16:30 น. สัปดาห์ที่ 1,2,3,4,5"
อ. นพ.ธนา อังสุวรังษี,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1331,
นพ.ธนากร ธราพงษ์พันธ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1593056077_Tanakorn_Tarapongpun_%282%29.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1105,
อ. พญ.ธนาภา เรขาวศิน พินนิงตัน,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1240,"อังคาร 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5"
ผศ. พญ.ธนิษฐา ธนาเกียรติภิญโญ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587713944_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%98%E0%B8%99%E0%B8%B4%E0%B8%A9%E0%B8%90%E0%B8%B2_%E0%B8%98%E0%B8%99%E0%B8%B2%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4%E0%B8%A0%E0%B8%B4%E0%B8%8D%E0%B9%82%E0%B8%8D.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=336,"พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 13:00 - 16:00 น. สัปดาห์ที่ 2,4 13:00 - 16:00 น. สัปดาห์ที่ 1,3,5"
ผศ. นพ.ธเนศ ชัยสถาผล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587710466_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%98%E0%B9%80%E0%B8%99%E0%B8%A8_%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%9C%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=680,"พุธ 16:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5"
ผศ. นพ.ธเนศ อริยะวัตรกุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587715029_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%98%E0%B9%80%E0%B8%99%E0%B8%A8_%E0%B8%AD%E0%B8%A3%E0%B8%B4%E0%B8%A2%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%95%E0%B8%A3%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=584,"เสาร์ 08:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5"
รศ. นพ.ธรรมนูญ สุรชาติกำธรกุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587718969_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%99%E0%B8%B9%E0%B8%8D_%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4%E0%B8%81%E0%B8%B3%E0%B8%98%E0%B8%A3%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=374,"จันทร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 14:30 - 17:30 น. สัปดาห์ที่ 1,2,3,4,5"
รศ. นพ.ธรรมวัฒน์ ปรคนธรรพ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1588042541_%E0%B8%AD.%E0%B8%99%E0%B8%9E._%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C_%E0%B8%9B%E0%B8%A3%E0%B8%84%E0%B8%99%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%9E%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=402,"พุธ 09:00 - 12:00 น. สัปดาห์ที่ 2,4 ศุกร์ 17:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5"
รศ. นพ.ธวัชชัย ทวีมั่นคงทรัพย์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587707180_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%98%E0%B8%A7%E0%B8%B1%E0%B8%8A%E0%B8%8A%E0%B8%B1%E0%B8%A2_%E0%B8%97%E0%B8%A7%E0%B8%B5%E0%B8%A1%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B8%84%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%9E%E0%B8%A2%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=243,"พฤหัสบดี 16:30 - 19:30 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5"
รศ. นพ.ธวัชชัย พีรพัฒน์ดิษฐ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587703191_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%98%E0%B8%A7%E0%B8%B1%E0%B8%8A%E0%B8%8A%E0%B8%B1%E0%B8%A2_%E0%B8%9E%E0%B8%B5%E0%B8%A3%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C%E0%B8%94%E0%B8%B4%E0%B8%A9%E0%B8%90%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=182,"จันทร์ 15:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 15:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 07:30 - 08:30 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5"
อ. นพ.ธวัชชัย มั่นคงศรีสุข,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1646901676_THAWATCHAI.M.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1207,"จันทร์ 09:00 - 10:40 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5"
ศ. นพ.ธวัชชัย อัครวิพุธ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587705635_%E0%B8%A8.%E0%B8%99%E0%B8%9E._%E0%B8%98%E0%B8%A7%E0%B8%B1%E0%B8%8A%E0%B8%8A%E0%B8%B1%E0%B8%A2_%E0%B8%AD%E0%B8%B1%E0%B8%84%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%9E%E0%B8%B8%E0%B8%98.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=219,"อาทิตย์ 15:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5"
ผศ. พญ.ธัญญา เตชะพิเชฐวนิช,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587712544_%E0%B8%AD.%E0%B8%9E%E0%B8%8D.%E0%B8%98%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2_%E0%B9%80%E0%B8%95%E0%B8%8A%E0%B8%B0%E0%B8%9E%E0%B8%B4%E0%B9%80%E0%B8%8A%E0%B8%90%E0%B8%A7%E0%B8%99%E0%B8%B4%E0%B8%8A.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=659,"อังคาร 13:00 - 14:30 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 15:30 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5"
ผศ. นพ.ธัญเดช นิมมานวุฒิพงษ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587705721_%E0%B8%9C%E0%B8%A8.%E0%B8%99%E0%B8%9E._%E0%B8%98%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%94%E0%B8%8A_%E0%B8%99%E0%B8%B4%E0%B8%A1%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B8%A7%E0%B8%B8%E0%B8%92%E0%B8%B4%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=220,"พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5"
พญ.ธันยพร ชื่นจิตกุลถาวร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1655718276_Thanyaporn.chun.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1209,"ศุกร์ 13:00 - 16:30 น. สัปดาห์ที่ 1,2,3,4,5"
นพ.ธันยวัจน์ ปรางค์บุณยรัตน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587714399_%E0%B8%99%E0%B8%9E.%E0%B8%98%E0%B8%B1%E0%B8%99%E0%B8%A2%E0%B8%A7%E0%B8%B1%E0%B8%88%E0%B8%99%E0%B9%8C_%E0%B8%9B%E0%B8%A3%E0%B8%B2%E0%B8%87%E0%B8%84%E0%B9%8C%E0%B8%9A%E0%B8%B8%E0%B8%93%E0%B8%A2%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=344,"จันทร์ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 11:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:15 น. สัปดาห์ที่ 1,2,3,4,5 14:30 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 09:00 - 10:30 น. สัปดาห์ที่ 1,2,3,4,5 11:00 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:15 น. สัปดาห์ที่ 1,2,3,4,5 14:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 11:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:15 น. สัปดาห์ที่ 1,2,3,4,5 14:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 11:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:15 น. สัปดาห์ที่ 1,2,3,4,5 14:30 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:00 - 12:00 น. สัปดาห์ที่ 2,4"
พญ.ธันยา ปิติยะกูลชร,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1111,
รศ. พญ.ธันยารัตน์ วงศ์วนานุรักษ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587631678_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%98%E0%B8%B1%E0%B8%99%E0%B8%A2%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C_%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%E0%B8%A7%E0%B8%99%E0%B8%B2%E0%B8%99%E0%B8%B8%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=39,"จันทร์ 09:00 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5"
